master_set,card_num,player,team,variations
,NR-19,Mason McTavish,Ducks,VIEW DETAILS
,NR-20,Mark Stone,Golden Knights,VIEW DETAILS
,NR-21,Nazem Kadri,Flames,VIEW DETAILS
,NR-22,Nathan MacKinnon,Avalanche,VIEW DETAILS
,NR-23,Nick Suzuki,Canadiens,VIEW DETAILS
,NR-24,Quinton Byfield,Kings,VIEW DETAILS
,NR-25,Quinn Hughes,Canucks,VIEW DETAILS
,NR-26,Sidney Crosby,Penguins,VIEW DETAILS
,NR-27,Seth Jarvis,Hurricanes,VIEW DETAILS
,NR-28,Sam Reinhart,Panthers,VIEW DETAILS
,NR-29,Tim Stutzle,Senators,VIEW DETAILS
,NR-30,Victor Hedman,Lightning,VIEW DETAILS
,NR-31,William Eklund,Sharks,VIEW DETAILS
,NR-32,Wyatt Johnston,Stars,VIEW DETAILS
,PL-AL,Anders Lee,Islanders,VIEW DETAILS
,PL-AM,Auston Matthews,Maple Leafs,VIEW DETAILS
,PL-AO,Alex Ovechkin,Capitals,VIEW DETAILS
,PL-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,PL-CC,Cole Caufield,Canadiens,VIEW DETAILS
,PL-CM,Connor McDavid,Oilers,VIEW DETAILS
,PL-DP,David Pastrnak,Bruins,VIEW DETAILS
,PL-EM,Evgeni Malkin,Penguins,VIEW DETAILS
,PL-JP,Joe Pavelski,Stars,VIEW DETAILS
,PL-KK,Kirill Kaprizov,Wild,VIEW DETAILS
,PL-LC,Logan Cooley,Coyotes,VIEW DETAILS
,PL-NM,Nathan MacKinnon,Avalanche,VIEW DETAILS
,PL-SC,Sidney Crosby,Penguins,VIEW DETAILS
,PL-SS,Steven Stamkos,Lightning,VIEW DETAILS
,PL-TS,Tim Stutzle,Senators,VIEW DETAILS
,SA-CD,Colton Dach,Blackhawks,VIEW DETAILS
,SA-CS,Charlie Simmer,Kings,VIEW DETAILS
,SA-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,SOS-AB,Aleksander Barkov,Panthers,VIEW DETAILS
,SOS-AT,Alex Tuch,Sabres,VIEW DETAILS
,SOS-BF,Brock Faber,Wild,VIEW DETAILS
,SOS-CB,Connor Bedard,Blackhawks,VIEW DETAILS
,SOS-CM,Connor McDavid,Oilers,VIEW DETAILS
,SOS-JH,Jack Hughes,Devils,VIEW DETAILS
,SOS-LE,Luke Evangelista,Predators,VIEW DETAILS
,SOS-SA,Seth Jarvis,Hurricanes,VIEW DETAILS
,SOS-WE,William Eklund,Sharks,VIEW DETAILS
,SOS-WJ,Wyatt Johnston,Stars,VIEW DETAILS
,TT-AD,Alex DeBrincat,Senators,VIEW DETAILS
,TT-AP,Artemi Panarin,Blackhawks,VIEW DETAILS
,TT-BH,Bo Horvat,Canucks,VIEW DETAILS
,TT-EK,Erik Karlsson,Sharks,VIEW DETAILS
,TT-JE,Jack Eichel,Sabres,VIEW DETAILS
,TT-JG,Jake Guentzel,Penguins,VIEW DETAILS
,TT-JM,Jonathan Marchessault,Golden Knights,VIEW DETAILS
,TT-JT,John Tavares,Islanders,VIEW DETAILS
,TT-KF,Kevin Fiala,Predators,VIEW DETAILS
,TT-MI,J.T. Miller,Canucks,VIEW DETAILS
,TT-MT,Matthew Tkachuk,Flames,VIEW DETAILS
,TT-MZ,Mats Zuccarello,Rangers,VIEW DETAILS
,TT-NK,Nazem Kadri,Maple Leafs,VIEW DETAILS
,TT-PK,Patrick Kane,Blackhawks,VIEW DETAILS
,TT-SS,Steven Stamkos,Lightning,VIEW DETAILS
,TT-TM,Timo Meier,Sharks,VIEW DETAILS
,TTR-AL,Artyom Levshunov,Blackhawks,VIEW DETAILS
,TTR-DD,Dalibor Dvorsky,Blues,VIEW DETAILS
,TTR-GP,Gabe Perreault,Rangers,VIEW DETAILS
,TTR-ID,Ivan Demidov,Canadiens,VIEW DETAILS
,TTR-JS,Jimmy Snuggerud,Blues,VIEW DETAILS
,TTR-NO,Noah Ostlund,Sabres,VIEW DETAILS
,TTR-OM,Oliver Moore,Blackhawks,VIEW DETAILS
,TTR-OW,Ozzy Wiesblatt,Predators,VIEW DETAILS
,TTR-RL,Ryan Leonard,Capitals,VIEW DETAILS
,TTR-RS,Ryan Suzuki,Hurricanes,VIEW DETAILS
,TTR-ZB,Zeev Buium,Wild,VIEW DETAILS
,T2-AJ,Sebastian Aho/Seth Jarvis,Hurricanes/Hurricanes,VIEW DETAILS
,T2-BK,Connor Bedard/Kevin Korchinski,Blackhawks/Blackhawks,VIEW DETAILS
,T2-BM,Matty Beniers/Jared McCann,Kraken/Kraken,VIEW DETAILS
,T2-CK,Sean Couturier/Travis Konecny,Flyers/Flyers,VIEW DETAILS
,T2-CM,Sidney Crosby/Evgeni Malkin,Penguins/Penguins,VIEW DETAILS
,T2-CP,David Pastrnak/Charlie McAvoy,Bruins/Bruins,VIEW DETAILS
,T2-DH,Thatcher Demko/Quinn Hughes,Canucks/Canucks,VIEW DETAILS
,T2-EB,Aaron Ekblad/Aleksander Barkov,Panthers/Panthers,VIEW DETAILS
,T2-FK,Adrian Kempe/Kevin Fiala,Kings/Kings,VIEW DETAILS
,T2-KD,Alex DeBrincat/Patrick Kane,Red Wings/Red Wings,VIEW DETAILS
,T2-KE,Jack Eichel/William Karlsson,Golden Knights/Golden Knights,VIEW DETAILS
,T2-KP,Brayden Point/Nikita Kucherov,Lightning/Lightning,VIEW DETAILS
,T2-MC,Josh Morrissey/Kyle Connor,Jets/Jets,VIEW DETAILS
,T2-MD,Leon Draisaitl/Connor McDavid,Oilers/Oilers,VIEW DETAILS
,T2-MK,Matt Boldy/Kirill Kaprizov,Wild/Wild,VIEW DETAILS
,T2-MR,Martin Necas/Nathan MacKinnon,Avalanche/Avalanche,VIEW DETAILS
,T2-NT,Morgan Rielly/William Nylander,Maple Leafs/Maple Leafs,VIEW DETAILS
,T2-PG,Elias Pettersson/Conor Garland,Canucks/Canucks,VIEW DETAILS
,T2-RJ,Wyatt Johnston/Jason Robertson,Stars/Stars,VIEW DETAILS
,T2-SC,Nick Suzuki/Cole Caufield,Canadiens/Canadiens,VIEW DETAILS
,T2-SF,Filip Forsberg/Steven Stamkos,Predators/Predators,VIEW DETAILS
,T2-TD,Rasmus Dahlin/Alex Tuch,Sabres/Sabres,VIEW DETAILS
,T2-TN,Jake Neighbours/Robert Thomas,Blues/Blues,VIEW DETAILS
,T2-TS,Brady Tkachuk/Tim Stutzle,Senators/Senators,VIEW DETAILS
,T4-ANA,Mason McTavish/Cutter Gauthier/Leo Carlsson/Trevor Zegras,Ducks/Ducks/Ducks/Ducks,VIEW DETAILS
,T4-BOS,Elias Lindholm/Nikita Zadorov/David Pastrnak/Charlie McAvoy,Bruins/Bruins/Bruins/Bruins,VIEW DETAILS
,T4-BUF,JJ Peterka/Peyton Krebs/Tage Thompson/Owen Power,Sabres/Sabres/Sabres/Sabres,VIEW DETAILS
,T4-CBJ,Kirill Marchenko/Cole Sillinger/Boone Jenner/Adam Fantilli,Blue Jackets/Blue Jackets/Blue Jackets/Blue Jackets,VIEW DETAILS
,T4-FLA,Sergei Bobrovsky/Aleksander Barkov/Sam Reinhart/Matthew Tkachuk,Panthers/Panthers/Panthers/Panthers,VIEW DETAILS
,T4-MON,Cole Caufield/Nick Suzuki/Juraj Slafkovsky/Kaiden Guhle,Canadiens/Canadiens/Canadiens/Canadiens,VIEW DETAILS
,T4-NJD,Dawson Mercer/Jesper Bratt/Nico Hischier/Luke Hughes,Devils/Devils/Devils/Devils,VIEW DETAILS
,T4-NSH,Steven Stamkos/Filip Forsberg/Jonathan Marchessault/Roman Josi,Predators/Predators/Predators/Predators,VIEW DETAILS
,T4-NYI,Anders Lee/Noah Dobson/Bo Horvat/Mathew Barzal,Islanders/Islanders/Islanders/Islanders,VIEW DETAILS
,T4-NYR,Chris Kreider/K'Andre Miller/Mika Zibanejad/Adam Fox,Rangers/Rangers/Rangers/Rangers,VIEW DETAILS
,T4-OTT,Drake Batherson/Jake Sanderson/Tim Stutzle/Brady Tkachuk,Senators/Senators/Senators/Senators,VIEW DETAILS
,T4-PIT,Kris Letang/Bryan Rust/Evgeni Malkin/Erik Karlsson,Penguins/Penguins/Penguins/Penguins,VIEW DETAILS
,T4-STL,Jordan Kyrou/Jake Neighbours/Brayden Schenn/Colton Parayko,Blues/Blues/Blues/Blues,VIEW DETAILS
,T4-TOR,William Nylander/Matthew Knies/Auston Matthews/Morgan Rielly,Maple Leafs/Maple Leafs/Maple Leafs/Maple Leafs,VIEW DETAILS
,T4-UHC,Nick Schmaltz/Clayton Keller/Logan Cooley/Mikhail Sergachev,Hockey Club/Hockey Club/Hockey Club/Hockey Club,VIEW DETAILS
,T4-WSH,Dylan Strome/Tom Wilson (NHL)/Alex Ovechkin/John Carlson,Capitals/Capitals/Capitals/Capitals,VIEW DETAILS
,SA-RJ,Roman Josi,Predators,VIEW DETAILS
,SA-SB,Sergei Bobrovsky,Panthers,VIEW DETAILS
,201,Jackson LaCombe,Ducks,VIEW DETAILS
,202,Fabian Lysell,Bruins,VIEW DETAILS
,203,Tyson Kozak,Sabres,VIEW DETAILS
,204,Samuel Honzek,Flames,VIEW DETAILS
,205,Jackson Blake,Hurricanes,VIEW DETAILS
,206,Nolan Allan,Blackhawks,VIEW DETAILS
,207,Ivan Ivan,Avalanche,VIEW DETAILS
,208,Denton Mateychuk,Blue Jackets,VIEW DETAILS
,209,Mavrik Bourque,Stars,VIEW DETAILS
,210,Sebastian Cossa,Red Wings,VIEW DETAILS
,211,Noah Philp,Oilers,VIEW DETAILS
,212,Patrick Giles,Panthers,VIEW DETAILS
,213,Andre Lee,Kings,VIEW DETAILS
,214,Michael Milne,Wild,VIEW DETAILS
,215,Lane Hutson,Canadiens,VIEW DETAILS
,216,Zachary L'Heureux,Predators,VIEW DETAILS
,217,Seamus Casey,Devils,VIEW DETAILS
,218,Maxim Tsyplakov,Islanders,VIEW DETAILS
,219,Matt Rempe,Rangers,VIEW DETAILS
,220,Tyler Kleven,Senators,VIEW DETAILS
,221,Matvei Michkov,Flyers,VIEW DETAILS
,222,Owen Pickering,Penguins,VIEW DETAILS
,223,Macklin Celebrini,Sharks,VIEW DETAILS
,224,Ryker Evans,Kraken,VIEW DETAILS
,225,Corey Schueneman,Blues,VIEW DETAILS
,226,Conor Geekie,Lightning,VIEW DETAILS
,227,Nikita Grebenkin,Maple Leafs,VIEW DETAILS
,228,Maveric Lamoureux,Hockey Club,VIEW DETAILS
,229,Jonathan Lekkerimaki,Canucks,VIEW DETAILS
,230,Callahan Burke,Golden Knights,VIEW DETAILS
,231,Pierrick Dube,Capitals,VIEW DETAILS
,232,Brad Lambert,Jets,VIEW DETAILS
,233,Will Smith,Sharks,VIEW DETAILS
,234,Jakub Dobes,Canadiens,VIEW DETAILS
,235,Jett Luchanko,Flyers,VIEW DETAILS
,236,Calum Ritchie,Avalanche,VIEW DETAILS
,237,Luca Del Bel Belluz,Blue Jackets,VIEW DETAILS
,238,Joel Blomqvist,Penguins,VIEW DETAILS
,239,Nikolai Kovalenko,Avalanche,VIEW DETAILS
,240,Ivan Fedotov,Flyers,VIEW DETAILS
,AI-QH,Quinn Hughes,Canucks,VIEW DETAILS
,EE-CV,Carter Verhaeghe,Panthers,VIEW DETAILS
,O-JH,Jack Hughes,Devils,VIEW DETAILS
,O-NS,Nick Suzuki,Canadiens,VIEW DETAILS
,O-TM,Timo Meier,Devils,VIEW DETAILS
,SS-JQ,"Jonathan Quick ""Hey Hey Hey""",Rangers,VIEW DETAILS
,TTR-DM,Denton Mateychuk,Blue Jackets,VIEW DETAILS
,TTR-JL,Jonathan Lekkerimaki,Canucks,VIEW DETAILS
,TTR-LB,Lian Bichsel,Stars,VIEW DETAILS
,TTR-MC,Macklin Celebrini,Sharks,VIEW DETAILS
,TTR-SC,Sebastian Cossa,Red Wings,VIEW DETAILS
,TTR-WS,Will Smith,Sharks,VIEW DETAILS
2024-25 MVP,1,Kirill Kaprizov,Wild,Base
2024-25 MVP,2,Artemi Panarin,Rangers,Base
2024-25 MVP,3,Filip Forsberg,Predators,Base
2024-25 MVP,4,Erik Karlsson,Penguins,Base
2024-25 MVP,5,Leon Draisaitl,Oilers,Base
2024-25 MVP,6,Brayden Point,Lightning,Base
2024-25 MVP,7,J.T. Miller,Canucks,Base
2024-25 MVP,8,Cale Makar,Avalanche,Base
2024-25 MVP,9,Kyle Connor,Jets,Base
2024-25 MVP,10,Jared McCann,Kraken,Base
2024-25 MVP,11,Jack Eichel,Golden Knights,Base
2024-25 MVP,12,Nikita Kucherov,Lightning,Base
2024-25 MVP,13,Travis Konecny,Flyers,Base
2024-25 MVP,14,Michael Bunting,Penguins,Base
2024-25 MVP,15,Darcy Kuemper,Capitals,Base
2024-25 MVP,16,Joe Pavelski,Stars,Base
2024-25 MVP,17,Josh Morrissey,Jets,Base
2024-25 MVP,18,Brady Tkachuk,Senators,Base
2024-25 MVP,19,Kevin Hayes,Blues,Base
2024-25 MVP,20,Martin Necas,Hurricanes,Base
2024-25 MVP,21,Jason Robertson,Stars,Base
2024-25 MVP,22,Auston Matthews,Maple Leafs,Base
2024-25 MVP,23,Thomas Chabot,Senators,Base
2024-25 MVP,24,Anze Kopitar,Kings,Base
2024-25 MVP,25,Ukko-Pekka Luukkonen,Sabres,Base
2024-25 MVP,26,Mika Zibanejad,Rangers,Base
2024-25 MVP,27,Mason McTavish,Ducks,Base
2024-25 MVP,28,Jesperi Kotkaniemi,Hurricanes,Base
2024-25 MVP,29,Nathan MacKinnon,Avalanche,Base
2024-25 MVP,30,Ilya Sorokin,Islanders,Base
2024-25 MVP,31,Mark Stone,Golden Knights,Base
2024-25 MVP,32,Ryan Nugent-Hopkins,Oilers,Base
2024-25 MVP,33,Ryan Strome,Ducks,Base
2024-25 MVP,34,Ryan O'Reilly,Predators,Base
2024-25 MVP,35,Mark Scheifele,Jets,Base
2024-25 MVP,36,Josh Norris,Senators,Base
2024-25 MVP,37,Elvis Merzlikins,Blue Jackets,Base
2024-25 MVP,38,Logan Cooley,Coyotes,Base
2024-25 MVP,39,Alex Ovechkin,Capitals,Base
2024-25 MVP,40,Drew Doughty,Kings,Base
2024-25 MVP,41,Brock Boeser,Canucks,Base
2024-25 MVP,42,Roope Hintz,Stars,Base
2024-25 MVP,43,Pierre Engvall,Islanders,Base
2024-25 MVP,44,Joonas Korpisalo,Senators,Base
2024-25 MVP,45,Charlie Coyle,Bruins,Base
2024-25 MVP,46,Jonathan Marchessault,Golden Knights,Base
2024-25 MVP,47,Jack Hughes,Devils,Base
2024-25 MVP,48,Phillip Danault,Kings,Base
2024-25 MVP,49,Jeff Skinner,Sabres,Base
2024-25 MVP,50,Cam Atkinson,Flyers,Base
2024-25 MVP,51,Justin Faulk,Blues,Base
2024-25 MVP,52,Brandon Hagel,Lightning,Base
2024-25 MVP,53,Moritz Seider,Red Wings,Base
2024-25 MVP,54,Troy Terry,Ducks,Base
2024-25 MVP,55,Jaccob Slavin,Hurricanes,Base
2024-25 MVP,56,Michael Matheson,Canadiens,Base
2024-25 MVP,57,Ryan Graves,Penguins,Base
2024-25 MVP,58,Jacob Markstrom,Flames,Base
2024-25 MVP,59,Kyle Palmieri,Islanders,Base
2024-25 MVP,60,Aaron Ekblad,Panthers,Base
2024-25 MVP,61,Igor Shesterkin,Rangers,Base
2024-25 MVP,62,Tim Stutzle,Senators,Base
2024-25 MVP,63,Zach Werenski,Blue Jackets,Base
2024-25 MVP,64,John Carlson,Capitals,Base
2024-25 MVP,65,Chris Kreider,Rangers,Base
2024-25 MVP,66,Evander Kane,Oilers,Base
2024-25 MVP,67,Tristan Jarry,Penguins,Base
2024-25 MVP,68,Seth Jarvis,Hurricanes,Base
2024-25 MVP,69,Logan Thompson,Golden Knights,Base
2024-25 MVP,70,Roman Josi,Predators,Base
2024-25 MVP,71,Johnny Gaudreau,Blue Jackets,Base
2024-25 MVP,72,Jordan Binnington,Blues,Base
2024-25 MVP,73,Adrian Kempe,Kings,Base
2024-25 MVP,74,Mario Ferraro,Sharks,Base
2024-25 MVP,75,David Pastrnak,Bruins,Base
2024-25 MVP,76,Alex Iafallo,Jets,Base
2024-25 MVP,77,Mats Zuccarello,Wild,Base
2024-25 MVP,78,Elias Pettersson,Canucks,Base
2024-25 MVP,79,Alexandar Georgiev,Avalanche,Base
2024-25 MVP,80,Cole Caufield,Canadiens,Base
2024-25 MVP,81,Jacob Middleton,Wild,Base
2024-25 MVP,82,Sergei Bobrovsky,Panthers,Base
2024-25 MVP,83,Mitch Marner,Maple Leafs,Base
2024-25 MVP,84,Dylan Cozens,Sabres,Base
2024-25 MVP,85,Jesper Bratt,Devils,Base
2024-25 MVP,86,Shea Theodore,Golden Knights,Base
2024-25 MVP,87,Brent Burns,Hurricanes,Base
2024-25 MVP,88,Sidney Crosby,Penguins,Base
2024-25 MVP,89,Steven Stamkos,Lightning,Base
2024-25 MVP,90,Jaden Schwartz,Kraken,Base
2024-25 MVP,91,Leo Carlsson,Ducks,Base
2024-25 MVP,92,Brendan Gallagher,Canadiens,Base
2024-25 MVP,93,Filip Hronek,Canucks,Base
2024-25 MVP,94,Jamie Benn,Stars,Base
2024-25 MVP,95,Sean Couturier,Flyers,Base
2024-25 MVP,96,Quinton Byfield,Kings,Base
2024-25 MVP,97,Connor McDavid,Oilers,Base
2024-25 MVP,98,Connor Bedard,Blackhawks,Base
2024-25 MVP,99,Alexander Barabanov,Sharks,Base
2024-25 MVP,100,Linus Ullmark CL,Bruins,Base
2024-25 MVP,101,Ryan Hartman,Wild,Base
2024-25 MVP,102,Ville Husso,Red Wings,Base
2024-25 MVP,103,Adam Fantilli,Blue Jackets,Base
2024-25 MVP,104,John Tavares,Maple Leafs,Base
2024-25 MVP,105,Dougie Hamilton,Devils,Base
2024-25 MVP,106,MacKenzie Weegar,Flames,Base
2024-25 MVP,107,Connor Hellebuyck,Jets,Base
2024-25 MVP,108,Matthew Tkachuk,Panthers,Base
2024-25 MVP,109,Jordan Kyrou,Blues,Base
2024-25 MVP,110,Vince Dunn,Kraken,Base
2024-25 MVP,111,Devon Toews,Avalanche,Base
2024-25 MVP,112,J.T. Compher,Red Wings,Base
2024-25 MVP,113,Brock Nelson,Islanders,Base
2024-25 MVP,114,Thatcher Demko,Canucks,Base
2024-25 MVP,115,Andrei Svechnikov,Hurricanes,Base
2024-25 MVP,116,Brad Marchand,Bruins,Base
2024-25 MVP,117,Vincent Trocheck,Rangers,Base
2024-25 MVP,118,Jesperi Kotkaniemi,Hurricanes,Base
2024-25 MVP,119,Stuart Skinner,Oilers,Base
2024-25 MVP,120,Alex Pietrangelo,Golden Knights,Base
2024-25 MVP,121,Kevin Fiala,Kings,Base
2024-25 MVP,122,Claude Giroux,Senators,Base
2024-25 MVP,123,Owen Power,Sabres,Base
2024-25 MVP,124,Lucas Raymond,Red Wings,Base
2024-25 MVP,125,Andrei Kuzmenko,Flames,Base
2024-25 MVP,126,Adam Fox,Rangers,Base
2024-25 MVP,127,Miro Heiskanen,Stars,Base
2024-25 MVP,128,T.J. Oshie,Capitals,Base
2024-25 MVP,129,Joel Eriksson Ek,Wild,Base
2024-25 MVP,130,Kris Letang,Penguins,Base
2024-25 MVP,131,Clayton Keller,Coyotes,Base
2024-25 MVP,132,Logan Couture,Sharks,Base
2024-25 MVP,133,Nick Suzuki,Canadiens,Base
2024-25 MVP,134,Andrei Vasilevskiy,Lightning,Base
2024-25 MVP,135,Matty Beniers,Kraken,Base
2024-25 MVP,136,Aleksander Barkov,Panthers,Base
2024-25 MVP,137,Jake Guentzel,Hurricanes,Base
2024-25 MVP,138,Luke Hughes,Devils,Base
2024-25 MVP,139,Nazem Kadri,Flames,Base
2024-25 MVP,140,Dylan Larkin,Red Wings,Base
2024-25 MVP,141,Andre Burakovsky,Kraken,Base
2024-25 MVP,142,Patrik Laine,Blue Jackets,Base
2024-25 MVP,143,Jacob Trouba,Rangers,Base
2024-25 MVP,144,Nino Niederreiter,Jets,Base
2024-25 MVP,145,Sebastian Aho,Hurricanes,Base
2024-25 MVP,146,Jake Sanderson,Senators,Base
2024-25 MVP,147,Pierre-Luc Dubois,Kings,Base
2024-25 MVP,148,William Nylander,Maple Leafs,Base
2024-25 MVP,149,Nico Hischier,Devils,Base
2024-25 MVP,150,Karel Vejmelka,Coyotes,Base
2024-25 MVP,151,Sam Bennett,Panthers,Base
2024-25 MVP,152,Marco Rossi,Wild,Base
2024-25 MVP,153,Joel Farabee,Flyers,Base
2024-25 MVP,154,Seth Jones,Blackhawks,Base
2024-25 MVP,155,Mathew Barzal,Islanders,Base
2024-25 MVP,156,Brayden Schenn,Blues,Base
2024-25 MVP,157,Alex DeBrincat,Red Wings,Base
2024-25 MVP,158,Rasmus Dahlin,Sabres,Base
2024-25 MVP,159,Adin Hill,Golden Knights,Base
2024-25 MVP,160,Tyler Seguin,Stars,Base
2024-25 MVP,161,Alexis Lafreniere,Rangers,Base
2024-25 MVP,162,Evgeny Kuznetsov,Hurricanes,Base
2024-25 MVP,163,Andrew Mangiapane,Flames,Base
2024-25 MVP,164,Tyler Toffoli,Jets,Base
2024-25 MVP,165,Travis Sanheim,Flyers,Base
2024-25 MVP,166,Trevor Zegras,Ducks,Base
2024-25 MVP,167,Sam Reinhart,Panthers,Base
2024-25 MVP,168,Mackenzie Blackwood,Sharks,Base
2024-25 MVP,169,Mikko Rantanen,Avalanche,Base
2024-25 MVP,170,Victor Hedman,Lightning,Base
2024-25 MVP,171,Vitek Vanecek,Devils,Base
2024-25 MVP,172,Jakob Chychrun,Senators,Base
2024-25 MVP,173,Charlie McAvoy,Bruins,Base
2024-25 MVP,174,Philipp Kurashev,Blackhawks,Base
2024-25 MVP,175,Filip Gustavsson,Wild,Base
2024-25 MVP,176,Reilly Smith,Penguins,Base
2024-25 MVP,177,Gabriel Landeskog,Avalanche,Base
2024-25 MVP,178,Drake Batherson,Senators,Base
2024-25 MVP,179,Morgan Rielly,Maple Leafs,Base
2024-25 MVP,180,Nick Schmaltz,Coyotes,Base
2024-25 MVP,181,Frank Vatrano,Ducks,Base
2024-25 MVP,182,Bo Horvat,Islanders,Base
2024-25 MVP,183,Adam Lowry,Jets,Base
2024-25 MVP,184,Taylor Hall,Blackhawks,Base
2024-25 MVP,185,William Eklund,Sharks,Base
2024-25 MVP,186,Evan Rodrigues,Panthers,Base
2024-25 MVP,187,Philipp Grubauer,Kraken,Base
2024-25 MVP,188,Jonathan Huberdeau,Flames,Base
2024-25 MVP,189,Ilya Samsonov,Maple Leafs,Base
2024-25 MVP,190,Owen Tippett,Flyers,Base
2024-25 MVP,191,John Gibson,Ducks,Base
2024-25 MVP,192,Alex Newhook,Canadiens,Base
2024-25 MVP,193,Pavel Buchnevich,Blues,Base
2024-25 MVP,194,Boone Jenner,Blue Jackets,Base
2024-25 MVP,195,Evgeni Malkin,Penguins,Base
2024-25 MVP,196,K'Andre Miller,Rangers,Base
2024-25 MVP,197,Alex Tuch,Sabres,Base
2024-25 MVP,198,Oliver Bjorkstrand,Kraken,Base
2024-25 MVP,199,Jake Oettinger,Stars,Base
2024-25 MVP,200,Mikhail Sergachev,Lightning,Base
2024-25 MVP,201,Matt Boldy,Wild,Base
2024-25 MVP,202,Tomas Hertl,Golden Knights,Base
2024-25 MVP,203,Luke Evangelista,Predators,Base
2024-25 MVP,204,Ryan Reaves,Maple Leafs,Base
2024-25 MVP,205,Wyatt Johnston,Stars,Base
2024-25 MVP,206,William Karlsson,Golden Knights,Base
2024-25 MVP,207,Timo Meier,Devils,Base
2024-25 MVP,208,Bryan Rust,Penguins,Base
2024-25 MVP,209,Anton Lundell,Panthers,Base
2024-25 MVP,210,Tom Wilson,Capitals,Base
2024-25 MVP,211,Robert Thomas,Blues,Base
2024-25 MVP,212,Juuse Saros,Predators,Base
2024-25 MVP,213,Matthew Knies,Maple Leafs,Base
2024-25 MVP,214,Nikolaj Ehlers,Jets,Base
2024-25 MVP,215,Tage Thompson,Sabres,Base
2024-25 MVP,216,Noah Dobson,Islanders,Base
2024-25 MVP,217,Artturi Lehkonen,Avalanche,Base
2024-25 MVP,218,Arber Xhekaj,Canadiens,Base
2024-25 MVP,219,Quinn Hughes,Canucks,Base
2024-25 MVP,220,Zach Hyman,Oilers,Base
2024-25 MVP,221,Olen Zellweger,Ducks,Base
2024-25 MVP,222,Adam Klapka,Flames,Base
2024-25 MVP,223,Brendan Brisson,Golden Knights,Base
2024-25 MVP,224,Declan Carlile,Lightning,Base
2024-25 MVP,225,Graeme Clarke,Devils,Base
2024-25 MVP,226,Justin Brazeau,Bruins,Base
2024-25 MVP,227,Kyle MacLean,Islanders,Base
2024-25 MVP,228,Mason Morelli,Golden Knights,Base
2024-25 MVP,229,Shakir Mukhamadullin,Sharks,Base
2024-25 MVP,230,Zachary Bolduc,Blues,Base
2024-25 MVP,231,Matt Villalta,Coyotes,Base
2024-25 MVP,232,Phil Kemp,Oilers,Base
2024-25 MVP,233,Brennan Othmann,Rangers,Base
2024-25 MVP,234,Emil Lilleberg,Lightning,Base
2024-25 MVP,235,Gage Goncalves,Lightning,Base
2024-25 MVP,236,Jack Thompson,Lightning,Base
2024-25 MVP,237,Jesper Wallstedt,Wild,Base
2024-25 MVP,238,Lukas Cormier,Golden Knights,Base
2024-25 MVP,239,Marshall Rifai,Maple Leafs,Base
2024-25 MVP,240,Matt Rempe,Rangers,Base
2024-25 MVP,241,Vasily Ponomarev,Hurricanes,Base
2024-25 MVP,242,Arshdeep Bains,Canucks,Base
2024-25 MVP,243,Joshua Roy,Canadiens,Base
2024-25 MVP,244,Jason Polin,Avalanche,Base
2024-25 MVP,245,Yan Kuznetsov,Flames,Base
2024-25 MVP,246,Maxwell Crozier,Lightning,Base
2024-25 MVP,247,Logan Stankoven,Stars,Base
2024-25 MVP,248,Zack Ostapchuk,Senators,Base
2024-25 MVP,249,Pierrick Dube,Capitals,Base
2024-25 MVP,250,Olen Zellweger CL,Ducks,Base
2024-25 MVP,DP-1,Redemption Card,None,Base
2024-25 MVP,DP-1A,Redemption Card,None,Base
2024-25 MVP,RR-1,Pacific Division,None,Base
2024-25 MVP,RR-2,Atlantic Division,None,Base
2024-25 MVP,RR-3,Metropolitan Division,None,Base
2024-25 MVP,RR-4,Central Division,None,Base
2024-25 MVP,BSR-1,Quinn Hughes,Canucks,Base
2024-25 MVP,BSR-2,Robert Thomas,Blues,Base
2024-25 MVP,BSR-3,Logan Stankoven,Stars,Base
2024-25 MVP,BSR-4,Tomas Hertl,Golden Knights,Base
2024-25 MVP,BSR-5,Nikolaj Ehlers,Jets,Base
2024-25 MVP,BSR-6,Tom Wilson,Capitals,Base
2024-25 MVP,BSR-7,Shakir Mukhamadullin,Sharks,Base
2024-25 MVP,BSR-8,Wyatt Johnston,Stars,Base
2024-25 MVP,BSR-9,Matthew Knies,Maple Leafs,Base
2024-25 MVP,BSR-10,Zach Hyman,Oilers,Base
2024-25 MVP,BSR-11,Zachary Bolduc,Blues,Base
2024-25 MVP,BSR-12,Noah Dobson,Islanders,Base
2024-25 MVP,BSR-13,Timo Meier,Devils,Base
2024-25 MVP,BSR-14,Artturi Lehkonen,Avalanche,Base
2024-25 MVP,BSR-15,Brendan Brisson,Golden Knights,Base
2024-25 MVP,BSR-16,Bryan Rust,Penguins,Base
2024-25 MVP,BSR-17,Juuse Saros,Predators,Base
2024-25 MVP,BSR-18,Matt Rempe,Rangers,Base
2024-25 MVP,BSR-19,William Karlsson,Golden Knights,Base
2024-25 MVP,BSR-20,Tage Thompson,Sabres,Base
2024-25 MVP,MR-1,Kyle Connor,Jets,Base
2024-25 MVP,MR-2,Kirill Kaprizov,Wild,Base
2024-25 MVP,MR-3,Sidney Crosby,Penguins,Base
